device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
NokiaRound-W,e-www-httpsrequesttest,0,4248.0,-181536.66022933013,45.909153504324,46.62094527760932,0.7711677326541945
NokiaRound-W,e-www-httpsrequesttest,1,4226.0,-176656.18179190753,44.847196233449004,45.141579849482035,0.7465490242526012
NokiaRound-W,e-www-httpsrequesttest,2,4226.0,-178024.9107142857,45.024952884586,45.477041666874285,0.7523332726785714
NokiaRound-W,e-www-httpsrequesttest,3,4327.0,-173102.44020130255,45.841858662705505,45.78499459467458,0.749014258751036
NokiaRound-W,e-www-httpsrequesttest,4,4242.0,-181452.2688014101,46.08440308668,46.49265910608565,0.7697205242555817
NokiaRound-W,e-www-httpsrequesttest,5,4266.0,-177224.86628776547,45.490313144061,45.649016419978636,0.7560412795836076
NokiaRound-W,e-www-httpsrequesttest,6,4365.0,-170233.72178398058,44.5276341087975,44.992900342797405,0.7430701955870752
NokiaRound-W,e-www-httpsrequesttest,7,4217.6964015724225,-171549.77048684607,43.6381811127535,43.79938345620477,0.723550128129725
NokiaRound-W,e-www-httpsrequesttest,8,4327.0,-168605.25363196127,43.8649852448755,44.07022480544324,0.7295549324654964
NokiaRound-W,e-www-httpsrequesttest,9,4202.99793814433,-181580.8827687776,45.3990334366815,46.095494461244684,0.7631578030371133
NokiaRound-W,e-www-cameratest,0,4244.0,-291597.1729945761,74.514673511354,74.72256872417067,1.2375384021889808
NokiaRound-W,e-www-cameratest,1,4280.4939896966225,-292620.64596451056,75.5127878921205,75.6764941250027,1.252486620959645
NokiaRound-W,e-www-cameratest,2,4283.0,-285505.51607347874,73.84774896335101,74.01485654674352,1.2228201253427096
NokiaRound-W,e-www-cameratest,3,4215.689812179852,-298273.81474103587,75.964648251523,76.16740188507609,1.2574273101508253
NokiaRound-W,e-www-cameratest,4,4284.0,-299722.95361990953,77.46712691596198,77.66481838124909,1.2840131333076925
NokiaRound-W,e-www-cameratest,5,4251.1630156472265,-292591.84125177807,75.15353841208801,75.1638093997387,1.2439396498036988
NokiaRound-W,e-www-cameratest,6,4208.668659265585,-302415.3065755764,76.7259292183285,76.8985604750137,1.2727967372596074
NokiaRound-W,e-www-cameratest,7,4307.856404365307,-296074.77082136704,76.989612876906,77.12522462748538,1.2754506379712809
NokiaRound-W,e-www-cameratest,8,4226.603467879477,-295844.86895963614,75.37619054438099,75.56923611566886,1.2505251715318362
NokiaRound-W,e-www-cameratest,9,4216.0,-302334.19369369367,78.19894534536401,78.35855305366036,1.2746409606126126
NokiaRound-W,e-www-gpstest,0,4263.0,-166740.7219800747,43.018057573386,43.13513980535943,0.7108156978010585
NokiaRound-W,e-www-gpstest,1,4286.948228882834,-171927.84196185286,44.13609054978299,44.6199592517039,0.73705704271208
NokiaRound-W,e-www-gpstest,2,4365.0,-171878.95137614678,44.80352787321,45.31594826613836,0.7502516227568808
NokiaRound-W,e-www-gpstest,3,4308.537978298115,-172615.32124500285,44.814239387541,44.97873191021245,0.7437205580576813
NokiaRound-W,e-www-gpstest,4,4242.0,-175018.68759618344,44.445529794036005,44.84940993954886,0.7424292727830102
NokiaRound-W,e-www-gpstest,5,4216.0,-173596.60454681423,43.953659681816006,44.31699665935483,0.7318832847693689
NokiaRound-W,e-www-gpstest,6,4309.0,-163489.3385141436,42.367779558276,42.58977443465049,0.7044755596574448
NokiaRound-W,e-www-gpstest,7,4263.0,-179602.51494114095,46.097161787449494,46.380508737374015,0.7656455211940838
NokiaRound-W,e-www-gpstest,8,4248.0,-187884.56380170138,47.862464437908,48.23360948228148,0.7981336270296275
NokiaRound-W,e-www-gpstest,9,4296.0,-163394.70481742866,41.983002535116,42.43179181344157,0.7019436518956735
NokiaRound-W,e-www-writelocaltest,0,4353.175191424196,-168553.92894333843,44.1940293272095,44.54766147131326,0.733705472549464
NokiaRound-W,e-www-writelocaltest,1,4309.0,-169989.93436645396,43.7632780979665,44.289071426116884,0.7324866271850503
NokiaRound-W,e-www-writelocaltest,2,4309.0,-166829.88888888888,43.00896976992551,43.464317409277996,0.7188699912222222
NokiaRound-W,e-www-writelocaltest,3,4309.0,-171286.03565114908,44.418472426037006,44.61420963009459,0.7380715276208015
NokiaRound-W,e-www-writelocaltest,4,4327.0,-175875.93177790905,45.675516963505004,45.98357983466522,0.7610151568030123
NokiaRound-W,e-www-writelocaltest,5,4227.0,-180113.94834164955,45.49617526643551,46.00863783371406,0.7613416596401527
NokiaRound-W,e-www-writelocaltest,6,4327.0,-167488.96,43.7308430827645,43.8857060203056,0.7247247299199999
