device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
NokiaRound-W,x-intervalapp-cameratest,0,4220.0,-322270.1253846393,88.57443086172,87.43038968347084,1.3599799291231776
NokiaRound-W,x-intervalapp-cameratest,1,4254.0,-320754.38731627655,88.73414707802698,87.77212994052792,1.3644891636434402
NokiaRound-W,x-intervalapp-cameratest,2,4266.0,-312980.50320609764,87.10067002549499,85.84105995673137,1.3351748266772128
NokiaRound-W,x-intervalapp-cameratest,3,4377.0,-318769.95365324896,92.79031954186799,91.35020653724779,1.3952560871402706
NokiaRound-W,x-intervalapp-cameratest,4,4311.0,-312218.07818729646,87.44644283278951,86.45044426311784,1.3459721350654352
NokiaRound-W,x-intervalapp-cameratest,5,4254.0,-321766.9759320434,89.13447276624,88.0355295614887,1.3687967156149123
NokiaRound-W,x-intervalapp-cameratest,6,4198.0,-358086.4148097826,97.64193865955602,96.47386791795266,1.5032467693714673
NokiaRound-W,x-intervalapp-cameratest,7,4138.0,-318140.85057989304,86.134846054083,84.71595760150878,1.316466839699597
NokiaRound-W,x-intervalapp-cameratest,8,4168.4857935694035,-314750.6779272486,85.35231551326851,84.29031665972016,1.3118911248030405
NokiaRound-W,x-intervalapp-cameratest,9,4178.0,-321342.5932105167,87.30837959822199,86.16073089012677,1.3425693544335386
NokiaRound-W,e-www-writeroomtest,0,4296.0,-217373.8014372979,59.977260035064006,59.98040516810059,0.9338378509746316
NokiaRound-W,e-www-writeroomtest,1,4188.0,-231961.10616295747,62.51388171027,62.39934778230806,0.971453112610466
NokiaRound-W,e-www-writeroomtest,2,4296.0,-216845.66949411406,59.995658215692,59.908270573199026,0.931568996146714
NokiaRound-W,e-www-writeroomtest,3,4222.8969996978785,-236032.82967301123,64.2385953639955,64.04708136121357,0.9968417332484603
NokiaRound-W,e-www-writeroomtest,4,4232.0,-229570.02152835217,62.40575231939201,62.410779330045955,0.9715403311079865
NokiaRound-W,e-www-writeroomtest,5,4179.719006241586,-225958.19738098152,60.66498278190201,60.68234071934845,0.9444575293668339
NokiaRound-W,e-www-writeroomtest,6,4138.0,-228453.27572149906,60.731052490786986,60.68324312962366,0.9453396549355632
NokiaRound-W,e-www-writeroomtest,7,4311.0,-218357.30580778982,60.63913783220849,60.44898318418531,0.9413383453373819
NokiaRound-W,e-www-writeroomtest,8,4189.0,-228872.72869874365,61.718861765141,61.65707490997928,0.9587478605190372
NokiaRound-W,e-www-writeroomtest,9,4242.0,-227548.37291676446,62.240987167296,62.09518853173782,0.965260197912915
NokiaRound-W,x-intervalapp-displaytest,0,4285.0,-278659.71109593357,76.80281722883751,76.68949602177123,1.1940568620460754
NokiaRound-W,x-intervalapp-displaytest,1,4178.0,-287145.6275829198,77.49755644257199,77.14275136912863,1.199694432041439
NokiaRound-W,x-intervalapp-displaytest,2,4234.0,-269857.6565316867,74.94753452959999,73.6482487478622,1.1425773177551615
NokiaRound-W,x-intervalapp-displaytest,3,4104.0,-285671.68628820474,75.331973802816,75.42144570848907,1.1723966005267923
NokiaRound-W,x-intervalapp-displaytest,4,4197.0,-281072.689262563,76.489850604696,75.8546308646427,1.179662076834977
NokiaRound-W,x-intervalapp-displaytest,5,4285.0,-276611.119446216,76.9789694695225,76.36631793641908,1.1852786468270355
NokiaRound-W,x-intervalapp-displaytest,6,4178.0,-300702.7064830403,80.397565110592,80.68943000705019,1.2563359076861427
NokiaRound-W,x-intervalapp-displaytest,7,4296.0,-277350.38193811337,77.210752216908,76.48697387630902,1.1914972408061348
