device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Pixel3-W,e-www-httpsrequesttest,0,4009.0,150207.42985521717,36.65224396549199,36.7276571293869,0.6021815862895656
Pixel3-W,e-www-httpsrequesttest,1,4069.474478249937,144322.10711591653,35.478507083161006,35.56626386665988,0.5873187883590647
Pixel3-W,e-www-httpsrequesttest,2,4023.0,148521.37680425425,36.11479781645099,36.126135625495074,0.5975014988835148
Pixel3-W,e-www-httpsrequesttest,3,3998.0,149669.91061989428,36.092785613483,36.18764718356561,0.5983803026583373
Pixel3-W,e-www-httpsrequesttest,4,4133.0,166963.01922091236,41.431970338989004,41.79958288934642,0.6900581584400307
Pixel3-W,e-www-httpsrequesttest,5,3988.0,148380.66708764838,35.66562213911401,35.8501034073343,0.5917421003455418
Pixel3-W,e-www-httpsrequesttest,6,3992.0,146337.11036144578,35.331829857744,35.4046763869786,0.5841777445628915
Pixel3-W,e-www-httpsrequesttest,7,4053.0,144775.0749420551,35.60501986839001,35.67875529429478,0.5867733787401493
Pixel3-W,e-www-httpsrequesttest,8,4103.0,140782.59489795918,34.92470638659749,34.95187338429455,0.5776309868663265
Pixel3-W,e-www-httpsrequesttest,9,4008.0,147787.88239757207,35.789418082236,35.83264287229698,0.592333832649469
Pixel3-W,e-www-cameratest,0,4050.397766127194,371693.7374059722,91.38819395768601,90.9812437714249,1.5058632157870981
Pixel3-W,e-www-cameratest,1,4141.0,364822.289845173,91.66973551430601,91.3145098563302,1.5107291022488618
Pixel3-W,e-www-cameratest,2,3999.1948671360437,381093.0878946173,92.74145086817103,92.3545674079937,1.5245562317672041
Pixel3-W,e-www-cameratest,3,4021.758965047662,400903.05719473446,97.94847978841999,97.59640470317754,1.613777216184294
Pixel3-W,e-www-cameratest,4,3988.0,376989.7628772408,91.29821636847801,90.93978682635112,1.503435174354436
Pixel3-W,e-www-cameratest,5,4119.0,369770.9481346679,92.53396498869299,92.16501242810956,1.523086535366697
Pixel3-W,e-www-cameratest,6,4064.0,373004.55078391277,92.08882067644801,91.69621600539834,1.5158904943858214
Pixel3-W,e-www-cameratest,7,4053.0,361538.70710728836,89.74651684393501,89.37404195959688,1.4653163799058397
Pixel3-W,e-www-cameratest,8,4133.0,374152.4938412409,93.87706529193599,93.51995498936179,1.5463722570458487
Pixel3-W,e-www-cameratest,9,4191.0,376740.90996124916,95.91672546436199,95.5310454802941,1.578921153647595
Pixel3-W,e-www-gpstest,0,3998.0,147354.17839135655,35.545612129087004,35.60064277475833,0.5891220052086436
Pixel3-W,e-www-gpstest,1,4064.0,136989.03296981993,33.70661608168,33.72574866532472,0.5567234299893482
Pixel3-W,e-www-gpstest,2,4066.0,146210.0813602015,35.798434256231005,35.94287693640762,0.5944901908105793
Pixel3-W,e-www-gpstest,3,4181.0,144142.76971116316,36.34941018252151,36.42663399737432,0.6026609201623732
Pixel3-W,e-www-gpstest,4,4091.0,140049.61802462666,34.675281707192504,34.79368173510747,0.5729429873387477
Pixel3-W,e-www-gpstest,5,4008.0,148329.38817285822,35.835684788951994,35.93361662300294,0.5945041877968159
Pixel3-W,e-www-gpstest,6,3965.0,146817.3138888889,35.115717984035,35.18223006802851,0.5821306495694444
Pixel3-W,e-www-gpstest,7,4077.0,142677.97186311788,35.094777082996515,35.163649618234565,0.5816980912859315
Pixel3-W,e-www-gpstest,8,4042.0,145045.33952187182,35.42852930918,35.45722063350876,0.586273262347406
Pixel3-W,e-www-gpstest,9,3996.141935483871,151074.4348864994,36.429085813365006,36.48333314917983,0.6037088487751494
Pixel3-W,e-www-writelocaltest,0,4064.4080604534006,150135.27783375315,36.917825811718004,36.90870747091792,0.6102226617108313
Pixel3-W,e-www-writelocaltest,1,4008.852475496356,148299.88037195275,35.950965883924,35.96537393637466,0.5945181244131691
Pixel3-W,e-www-writelocaltest,2,3931.0,150559.66194331984,35.76133823298851,35.85900968423774,0.5918500310991903
Pixel3-W,e-www-writelocaltest,3,4008.0,151249.1734074823,36.578095296252,36.69308455846343,0.6062066870171889
Pixel3-W,e-www-writelocaltest,4,4042.0,145438.28653797944,35.58301825973601,35.60853792173965,0.5878615541865129
Pixel3-W,e-www-writelocaltest,5,4157.0,142869.73671562082,35.6816641500005,35.88757517670459,0.5939094955268359
Pixel3-W,e-www-writelocaltest,6,4091.0,138849.5701640198,34.33371260102751,34.4296520504834,0.5680335915410051
Pixel3-W,e-www-writelocaltest,7,4141.0,148605.66890669425,37.19953112025949,37.469633827181234,0.6153760749426207
Pixel3-W,e-www-writelocaltest,8,4046.0,143058.56696755305,35.03794974166901,35.0657680248985,0.5788149619507197
Pixel3-W,e-www-writelocaltest,9,4053.0,143653.1724856696,35.132769386799,35.2753453279107,0.582226308084419
Pixel3-W,e-www-cpufactorialtest,0,3988.0,149969.03774062818,36.079491881850004,36.19319883619248,0.5980765225096252
Pixel3-W,e-www-cpufactorialtest,1,4164.0,177858.5750534188,44.726388787848,44.7976007073291,0.7406031065224359
Pixel3-W,e-www-cpufactorialtest,2,4064.0,170977.26268808977,41.783910805392,42.01211717101456,0.6948515955643968
Pixel3-W,e-www-cpufactorialtest,3,4077.0,145401.7254202751,35.781582854313,35.86516429241146,0.5928028345384615
Pixel3-W,e-www-cpufactorialtest,4,4091.0,138788.8867823765,34.2207869893525,34.3407926814706,0.5677853358267022
Pixel3-W,e-www-cpufactorialtest,5,4055.8047655649502,155923.39405585447,38.071017380613995,38.20148814969764,0.6324016777806817
Pixel3-W,e-www-cpufactorialtest,6,4009.0,162043.1077080143,39.194387826467505,39.328000139419736,0.6496308188014294
Pixel3-W,e-www-cpufactorialtest,7,4159.234042553191,147128.77331231942,36.864886820084486,37.07136504803919,0.6119709633695823
Pixel3-W,e-www-cpufactorialtest,8,4066.0,142560.14761660688,35.065771762663,35.0832896316572,0.5796495602091235
Pixel3-W,e-www-cpufactorialtest,9,4064.0,146953.9605898805,36.123740302032,36.1671002310095,0.5972208958372744
