Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1688395106388,-432128,4334
1688395107392,-200195,4334
1688395108399,-200195,4334
1688395109414,-152343,4334
1688395110431,-215820,4334
1688395111441,-131835,4334
1688395112454,-131835,4334
1688395113469,-146972,4334
1688395114482,-202636,4334
1688395115519,-202636,4334
1688395116527,-121093,4334
1688395117536,-113281,4334
1688395118550,-113281,4334
1688395119561,-191406,4334
1688395120574,-148925,4334
1688395121582,-148925,4334
1688395122594,-130371,4334
1688395123609,-153808,4334
1688395124625,-153808,4334
1688395125641,-129394,4334
1688395126650,-118164,4334
1688395127667,-125976,4334
1688395128681,-125976,4334
1688395129694,-183593,4334
1688395130709,-154785,4334
1688395131718,-154785,4334
1688395132728,-115722,4334
1688395133736,-143066,4334
1688395134748,-143066,4334
1688395135765,-184081,4334
1688395136778,-131835,4334
1688395137793,-131835,4334
1688395138805,-129394,4334
1688395139820,-215331,4334
1688395140829,-215331,4334
1688395141838,-155273,4334
1688395142846,-139648,4334
1688395143858,-171386,4334
1688395144870,-171386,4334
1688395145879,-125976,4334
1688395146889,-146972,4334
1688395147898,-146972,4334
1688395148910,-169921,4334
1688395149919,-147949,4334
1688395150928,-147949,4334
1688395151941,-204101,4334
1688395152952,-133300,4334
1688395153963,-133300,4334
1688395154973,-129882,4334
1688395155984,-196288,4334
1688395156993,-196288,4334
1688395158004,-144531,4334
1688395159012,-135742,4334
1688395160022,-202636,4334
1688395161031,-202636,4334
1688395162041,-132324,4334
1688395163055,-134765,4334
1688395164065,-134765,4334
1688395165074,-201171,4334
1688395166083,-166015,4334
