Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1688549108436,-477538,4163
1688549108451,-477538,4163
1688549108464,-477538,4163
1688549108478,-477538,4163
1688549108492,-477538,4163
1688549108506,-477538,4163
1688549108520,-477538,4163
1688549108535,-477538,4163
1688549108549,-477538,4163
1688549108562,-477538,4163
1688549108576,-477538,4163
1688549108590,-477538,4163
1688549108605,-477538,4163
1688549108621,-477538,4163
1688549108635,-477538,4163
1688549108649,-477538,4163
1688549108663,-311523,4163
1688549108676,-311523,4163
1688549108690,-311523,4163
1688549108704,-311523,4163
1688549108718,-311523,4163
1688549108732,-311523,4163
1688549108746,-311523,4163
1688549108760,-311523,4163
1688549108774,-311523,4163
1688549108788,-311523,4163
1688549108802,-311523,4163
1688549108817,-311523,4163
1688549108832,-311523,4163
1688549108847,-311523,4163
1688549108862,-311523,4163
1688549108875,-311523,4163
1688549108890,-311523,4163
1688549108903,-311523,4163
1688549108918,-311523,4163
1688549108935,-311523,4163
1688549108953,-311523,4163
1688549108972,-311523,4163
1688549108993,-311523,4163
1688549109013,-311523,4163
1688549109032,-311523,4163
1688549109050,-311523,4163
1688549109069,-311523,4163
1688549109087,-311523,4163
1688549109105,-311523,4163
1688549109122,-311523,4163
1688549109138,-311523,4163
1688549109155,-311523,4163
1688549109173,-311523,4163
1688549109193,-311523,4163
1688549109211,-311523,4163
1688549109227,-311523,4163
1688549109243,-311523,4163
1688549109259,-311523,4163
1688549109275,-311523,4163
1688549109290,-311523,4163
1688549109306,-311523,4163
1688549109323,-311523,4163
1688549109340,-311523,4163
1688549109357,-311523,4163
1688549109379,-311523,4163
1688549109397,-311523,4163
1688549109416,-311523,4163
1688549109433,-311523,4163
1688549109452,-311523,4163
1688549109469,-311523,4163
1688549109487,-311523,4163
1688549109504,-311523,4163
1688549109520,-311523,4163
1688549109535,-311523,4163
1688549109551,-311523,4163
1688549109567,-311523,4163
1688549109585,-311523,4163
1688549109602,-311523,4163
1688549109619,-311523,4163
1688549109637,-311523,4163
1688549109655,-311523,4163
1688549109672,-311523,4163
1688549109688,-311523,4163
1688549109707,-311523,4163
1688549109724,-311523,4163
1688549109739,-311523,4163
1688549109760,-311523,4163
1688549109783,-311523,4163
1688549109799,-311523,4163
1688549109818,-311523,4163
1688549109835,-311523,4163
1688549109854,-311523,4163
1688549109872,-311523,4163
1688549109890,-311523,4163
1688549109917,-311523,4163
1688549109938,-311523,4163
1688549109960,-311523,4163
1688549109982,-311523,4163
1688549110000,-311523,4163
1688549110025,-311523,4163
1688549110044,-311523,4163
1688549110062,-311523,4163
1688549110082,-311523,4163
1688549110104,-311523,4163
1688549110126,-127441,4163
1688549110144,-127441,4163
1688549110163,-127441,4163
