device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
GalaxyJ7-W,e-www-httpsrequesttest,0,4157.0,-134.376875105343,0.0362927612475,0.03608027562321591,0.0005586046698129108
GalaxyJ7-W,e-www-httpsrequesttest,1,4124.557599280009,-246.2508718641017,0.066590548568,0.06649420900809894,0.0010165289622567218
GalaxyJ7-W,e-www-httpsrequesttest,2,4151.855733801939,-129.61294711184172,0.034420259806999996,0.034720845681715885,0.0005380991194376735
GalaxyJ7-W,e-www-httpsrequesttest,3,4106.889331303431,-140.14738259749384,0.03678502175400001,0.037025264564625834,0.0005757758271460357
GalaxyJ7-W,e-www-httpsrequesttest,4,4167.0,-134.6249497905549,0.036979920656999996,0.03612332460089396,0.0005609821657772422
GalaxyJ7-W,e-www-httpsrequesttest,5,4085.495803217533,-141.26486360456983,0.037241128350000006,0.03722111603334333,0.0005775999136162276
GalaxyJ7-W,e-www-httpsrequesttest,6,4148.31148553777,-140.11423757371526,0.03855092934,0.03772726773263016,0.0005812242756529065
GalaxyJ7-W,e-www-httpsrequesttest,7,4160.0,-155.39752734189253,0.041896331360000004,0.041725354953495004,0.0006464537137422729
GalaxyJ7-W,e-www-httpsrequesttest,8,4155.0,-113.95556072591903,0.030704714565000003,0.030491983364808056,0.0004734853548161937
GalaxyJ7-W,e-www-httpsrequesttest,9,4181.825404104093,-125.18422561045512,0.033584265078000004,0.0337578639675043,0.0005234994799954144
GalaxyJ7-W,e-www-cameratest,0,4126.530934735055,-301.508309118809,0.080222340557,0.08026446435494951,0.0012439859947761926
GalaxyJ7-W,e-www-cameratest,1,4076.8689497414134,-201.05934226229942,0.05333273711099999,0.052736857738341955,0.0008185013074194403
GalaxyJ7-W,e-www-cameratest,2,4092.603160405486,-317.0048366792553,0.08270532689249999,0.08370465659648202,0.0012972840164977143
GalaxyJ7-W,e-www-cameratest,3,4124.103425162544,-241.19153428513977,0.064450168329,0.06414626434033771,0.0009940995914940677
GalaxyJ7-W,e-www-cameratest,4,4080.299174161624,-222.88003610953226,0.059160414896000005,0.05874274891445919,0.0009087677740479454
