device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Nexus5X-W,e-www-httpsrequesttest,0,4171.933333333333,-268583.1,67.30815139780302,67.32597670545015,1.120325762633333
Nexus5X-W,e-www-httpsrequesttest,1,4200.0,-272008.7,69.20640261359999,68.63872975973999,1.1424365399999998
Nexus5X-W,e-www-httpsrequesttest,2,4228.0,-172257.41666666666,43.94752856955999,43.757254112971005,0.7283043576666667
Nexus5X-W,e-www-httpsrequesttest,3,4228.0,-111515.0,28.390337533152003,28.30892758764,0.47148542
Nexus5X-W,e-www-httpsrequesttest,4,4237.016666666666,-84990.5,21.616509794462,21.618628318997224,0.3601064116833332
Nexus5X-W,e-www-httpsrequesttest,5,4151.0,-83169.86666666667,20.776608512016,20.72498937361253,0.3452381165333333
Nexus5X-W,e-www-httpsrequesttest,6,4128.0,-190945.96721311475,48.186689589504,48.11088643524826,0.7882249526557377
Nexus5X-W,e-www-httpsrequesttest,7,4160.0,-110067.83333333333,27.42344497984,27.493993780586663,0.45788218666666664
Nexus5X-W,e-www-httpsrequesttest,8,4142.85,-124815.83333333333,31.1103058978505,31.057988498985427,0.5170988062166666
Nexus5X-W,e-www-httpsrequesttest,9,4156.0,-173071.36666666667,43.35388139374398,43.22037303678827,0.7192845998666667
Nexus5X-W,e-www-cameratest,0,4163.016393442623,-378000.01639344264,95.60776804994099,95.13442818432786,1.5724698873442622
Nexus5X-W,e-www-cameratest,1,4197.0,-547559.3114754099,139.0976652018315,139.08369926590433,2.2981064302622944
Nexus5X-W,e-www-cameratest,2,4178.0,-257803.9180327869,65.18629646866,65.15945303338182,1.0771047695409839
Nexus5X-W,e-www-cameratest,3,4252.0,-585737.8333333334,148.316615486844,148.26038356708602,2.4905572673333336
Nexus5X-W,e-www-cameratest,4,4183.0,-279051.18032786885,70.878558491295,70.66075527040016,1.1672710873114753
Nexus5X-W,e-www-cameratest,5,4191.180327868852,-293276.9672131148,74.67964589316348,74.39153599998313,1.229063657540984
Nexus5X-W,e-www-cameratest,6,4188.491803278688,-301384.0327868852,76.761940759316,76.36964721439709,1.2619953270163942
Nexus5X-W,e-www-cameratest,7,4148.0,-270851.4,67.20722773614,66.90055473393842,1.1234916072000003
