device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
NokiaLong-W,e-www-httpsrequesttest,0,4048.0,-160511.80987202926,39.140899066808004,39.26125289942231,0.6497518063619745
NokiaLong-W,e-www-httpsrequesttest,1,4148.0,-149729.81467889907,37.451008503026,37.5461051871779,0.6210792712880734
NokiaLong-W,e-www-httpsrequesttest,2,4140.513711151737,-159260.29981718466,39.657571024971006,39.80960531096157,0.6594815755978062
NokiaLong-W,e-www-httpsrequesttest,3,4054.0,-150549.89154411765,36.724992837034996,36.843746457728564,0.610329260319853
NokiaLong-W,e-www-httpsrequesttest,4,4096.0,-157254.6972477064,38.72536613478401,38.831131354215344,0.6441152399266056
NokiaLong-W,e-www-httpsrequesttest,5,4060.1311475409834,-149199.15118397085,36.666652336272996,36.7645311233506,0.6057757641020036
NokiaLong-W,e-www-httpsrequesttest,6,4117.0,-168784.20727272728,42.100124912777,42.19130712533117,0.6948845813418182
NokiaLong-W,e-www-httpsrequesttest,7,4077.0,-145883.67636363636,36.215508250584,36.25228380867762,0.5947677485345455
NokiaLong-W,e-www-httpsrequesttest,8,4080.0,-151298.12204007286,37.45915439748,37.50445630688,0.6172963379234973
NokiaLong-W,e-www-httpsrequesttest,9,4112.5372050816695,-155962.2504537205,38.8323990629265,38.97876004199362,0.6414250693938294
NokiaLong-W,e-www-cameratest,0,4067.349736379613,-310055.41476274165,77.51406624225,77.57944769683812,1.261187841543058
NokiaLong-W,e-www-cameratest,1,4054.0,-315358.3327370304,77.15866158588501,77.19357667370332,1.2784626809159212
NokiaLong-W,e-www-cameratest,2,4059.604278074866,-307932.513368984,75.692425977686,75.71180920643295,1.2501537136559715
NokiaLong-W,e-www-cameratest,3,4094.6541889483065,-310530.6274509804,76.9803402620365,77.0312185973163,1.2715618784634581
NokiaLong-W,e-www-cameratest,4,4098.6106194690265,-312886.52920353983,78.17586624955351,78.19739080612061,1.2825341688035397
NokiaLong-W,e-www-cameratest,5,4059.0,-313924.97857142857,77.05829110661551,77.0942226897605,1.2742214880214286
NokiaLong-W,e-www-cameratest,6,4157.840215439856,-320488.8635547576,80.444125685679,80.57195241197621,1.332516660800718
NokiaLong-W,e-www-cameratest,7,4115.057040998217,-318195.0267379679,79.18081872871849,79.26281799957292,1.3094798942602497
NokiaLong-W,e-www-cameratest,8,4052.6535714285715,-320178.425,78.396970028207,78.46691758869551,1.2976816708071428
NokiaLong-W,e-www-cameratest,9,4139.0665467625895,-322783.1582733813,80.581262873361,80.72572018812026,1.3361203645953237
NokiaLong-W,e-www-gpstest,0,4070.0,-263843.25352112675,64.714373802045,64.80529338245817,1.073842041830986
NokiaLong-W,e-www-gpstest,1,4146.306338028169,-245928.85915492958,61.51567122900801,61.58735431756526,1.019827029600352
NokiaLong-W,e-www-gpstest,2,4041.8125,-259596.28125,64.209123453684,64.27475998469006,1.0491611573819446
NokiaLong-W,e-www-gpstest,3,4183.666666666667,-259515.278659612,65.40531399884199,65.5069966687533,1.085883311818342
NokiaLong-W,e-www-gpstest,4,4045.68838028169,-254955.29753521126,62.1921279126315,62.29674698430502,1.031693473068662
NokiaLong-W,e-www-gpstest,5,4079.7048611111113,-255722.25868055556,63.716357084205,63.762546880440865,1.0432524563628474
NokiaLong-W,e-www-gpstest,6,4147.0,-211282.03730017762,52.8505376095125,52.91816641806899,0.8761866086838366
NokiaLong-W,e-www-gpstest,7,4070.0,-251727.74250440917,61.73705522666,61.80693665479842,1.0245319119929455
NokiaLong-W,e-www-gpstest,8,4063.0,-255723.45502645502,62.62817400844699,62.685213326409674,1.0390043977724868
NokiaLong-W,e-www-gpstest,9,4108.762237762237,-251085.26398601398,62.75842720484398,62.79524809247749,1.031578008188811
NokiaLong-W,e-www-writelocaltest,0,4080.0,-147563.39266055045,36.233902814640004,36.33303493073791,0.6020586420550459
NokiaLong-W,e-www-writelocaltest,1,4091.092727272727,-155479.79272727272,38.509325587449,38.586209095885444,0.6359280962454545
NokiaLong-W,e-www-writelocaltest,2,4061.374087591241,-153123.75912408758,37.623687399378,37.69099093962756,0.6218814502974452
NokiaLong-W,e-www-writelocaltest,3,4075.0,-143668.55494505496,35.3735037757625,35.431980801355905,0.5854493614010988
NokiaLong-W,e-www-writelocaltest,4,4177.0,-156992.51459854015,39.5423809319825,39.62088225674693,0.6557577334781021
NokiaLong-W,e-www-writelocaltest,5,4164.0,-155872.8772893773,39.021452943359996,39.16330919206819,0.6490546610329669
NokiaLong-W,e-www-writelocaltest,6,4075.0,-144659.05698529413,35.554938633625,35.58017529818741,0.5894856572150736
NokiaLong-W,e-www-writelocaltest,7,4093.0,-158304.97810218978,39.278617916673504,39.297051059052365,0.6479422753722628
NokiaLong-W,e-www-writelocaltest,8,4096.0,-149594.32481751824,37.005986588671995,37.12520415792584,0.6127383544525549
NokiaLong-W,e-www-writelocaltest,9,4131.0,-145620.576427256,36.16311285147151,36.27638988803085,0.6015586012209945
NokiaLong-W,e-www-cpufactorialtest,0,4066.0,-157394.56307129798,38.638198420659,38.69556193332713,0.6399662934478976
NokiaLong-W,e-www-cpufactorialtest,1,4147.0,-165689.1509090909,41.4345335725035,41.5050552572721,0.68711290882
NokiaLong-W,e-www-cpufactorialtest,2,4096.0,-152917.10669077758,38.11492911513601,38.21853088177302,0.626348469005425
NokiaLong-W,e-www-cpufactorialtest,3,4170.0,-153359.93967093236,38.64342414813,38.6865753141906,0.6395109484277879
NokiaLong-W,e-www-cpufactorialtest,4,4139.0,-180262.24545454545,44.795461263158,45.120726117301594,0.7461054339363636
NokiaLong-W,e-www-cpufactorialtest,5,4066.0,-155581.69835466178,38.224299296032996,38.30427107781933,0.6325951855100548
NokiaLong-W,e-www-cpufactorialtest,6,4075.0,-162228.58608058607,39.79623444065001,39.8394148096088,0.6610814882783883
NokiaLong-W,e-www-cpufactorialtest,7,4148.0,-157065.5419708029,39.350890628114,39.38821118141279,0.6515078680948905
NokiaLong-W,e-www-cpufactorialtest,8,4073.9563636363637,-160989.34181818183,39.500452481317495,39.65723318218578,0.6557624337690909
NokiaLong-W,e-www-cpufactorialtest,9,4095.460144927536,-164717.38949275363,40.8907881844615,40.96745995398283,0.6745280308550725
